"Subject","Subject-with-subfields","MARC field","Subject source","Metadata"
" Mexican-American Border Region | Politics and government | 21st century.","$aMexican-American Border Region$xPolitics and government$y21st century.",651,"Library of Congress Subject Headings","HI2020_074_01,HI2020_092_01,HI2020_101_01"
" Mexican-American Border Region | Social aspects.","$aMexican-American Border Region$xSocial aspects.",651,"Library of Congress Subject Headings",
" Mexican-American Border Region | Social conditions.","$aMexican-American Border Region$xSocial conditions.",651,"Library of Congress Subject Headings",
" Mexico | Drama.","$aMexico$vDrama.",651,"Library of Congress Subject Headings",
" Mexico | Boundaries | United States.","$aMexico$xBoundaries$zUnited States.",651,"Library of Congress Subject Headings",
" Mexico | Civilization.","$aMexico$xCivilization.",651,"Library of Congress Subject Headings",
" Mexico | Emigration and immigration | Drama.","$aMexico$xEmigration and immigration$vDrama.",651,"Library of Congress Subject Headings",
" Mexico | Emigration and immigration | Political aspects.","$aMexico$xEmigration and immigration$xPolitical aspects.",651,"Library of Congress Subject Headings","HI2020_022_01,HI2020_023_01,HI2020_032_01,HI2020_036_01,HI2020_058_01,HI2020_079_01,HI2020_080_01,HI2020_082_01,HI2020_083_01,HI2020_086_01,HI2020_099_01"
" Mexico | Foreign relations | United States.","$aMexico$xForeign relations$zUnited States.",651,"Library of Congress Subject Headings",
" Mexico | History.","$aMexico$xHistory.",651,"Library of Congress Subject Headings",
" Mexico | History | 21st century.","$aMexico$xHistory$y21st century.",651,"Library of Congress Subject Headings",
" Mexico | History | Conquest, 1519-1540.","$aMexico$xHistory$yConquest, 1519-1540.",651,"Library of Congress Subject Headings",
" Mexico | Intellectual life.","$aMexico$xIntellectual life.",651,"Library of Congress Subject Headings",
" Mexico | Intellectual life | 21st century.","$aMexico$xIntellectual life$y21st century.",651,"Library of Congress Subject Headings",
" Mexico | Politics and government.","$aMexico$xPolitics and government.",651,"Library of Congress Subject Headings",
" Mexico | Politics and government | 20th century.","$aMexico$xPolitics and government$y20th century.",651,"Library of Congress Subject Headings",
" Mexico | Relations | United States.","$aMexico$xRelations$zUnited States.",651,"Library of Congress Subject Headings",
" Mexico | Religious life and customs.","$aMexico$xReligious life and customs.",651,"Library of Congress Subject Headings",
" Mexico | Social conditions.","$aMexico$xSocial conditions.",651,"Library of Congress Subject Headings",
" Mexico | Social conditions | 20th century.","$aMexico$xSocial conditions$y20th century.",651,"Library of Congress Subject Headings",
" Mexico | Social life and customs.","$aMexico$xSocial life and customs.",651,"Library of Congress Subject Headings",
" Mississippi River | Environmental conditions.","$aMississippi River$xEnvironmental conditions.",651,"Library of Congress Subject Headings",
" New Mexico | Civilization.","$aNew Mexico$xCivilization.",651,"Library of Congress Subject Headings",
" New York (N.Y.) | History | 20th century.","$aNew York (N.Y.)$xHistory$y20th century.",651,"Library of Congress Subject Headings",
" New York (N.Y.) | Politics and government | 20th century.","$aNew York (N.Y.)$xPolitics and government$y20th century.",651,"Library of Congress Subject Headings",
" New York (N.Y.) | Social conditions","$aNew York (N.Y.)$xSocial conditions",651,"Library of Congress Subject Headings",
" Pacific Coast Region (Colombia) | Politics and government.","$aPacific Coast Region (Colombia)$xPolitics and government.",651,"Library of Congress Subject Headings",
" Peru | Civilization | African influences.","$aPeru$xCivilization$xAfrican influences.",651,"Library of Congress Subject Headings",
" Peru | History.","$aPeru$xHistory.",651,"Library of Congress Subject Headings",
" Peru | History | Drama.","$aPeru$xHistory$vDrama.",651,"Library of Congress Subject Headings",
" Peru | History | 1980-","$aPeru$xHistory$y1980-",651,"Library of Congress Subject Headings",
" Peru | History | 1980- | Drama.","$aPeru$xHistory$y1980-$vDrama.",651,"Library of Congress Subject Headings",
" Peru | History | 20th century | Drama.","$aPeru$xHistory$y20th century$vDrama.",651,"Library of Congress Subject Headings",
" Peru | Politics and government","$aPeru$xPolitics and government",651,"Library of Congress Subject Headings",
" Peru | Politics and government | History | Drama.","$aPeru$xPolitics and government$xHistory$vDrama.",651,"Library of Congress Subject Headings",
" Peru | Politics and government | 1980-","$aPeru$xPolitics and government$y1980-",651,"Library of Congress Subject Headings",
" Peru | Politics and government | 20th century | Drama.","$aPeru$xPolitics and government$y20th century$vDrama.",651,"Library of Congress Subject Headings",
" Peru | Social conditions.","$aPeru$xSocial conditions.",651,"Library of Congress Subject Headings",
" Peru | Social life and customs | 21st century.","$aPeru$xSocial life and customs$y21st century.",651,"Library of Congress Subject Headings",
" Puerto Rico | Emigration and immigration.","$aPuerto Rico$xEmigration and immigration.",651,"Library of Congress Subject Headings",
" Puerto Rico | Emigration and immigration | United States.","$aPuerto Rico$xEmigration and immigration$zUnited States.",651,"Library of Congress Subject Headings","HI2019_067_01"
" Puerto Rico | History | Autonomy and independence movements.","$aPuerto Rico$xHistory$xAutonomy and independence movements.",651,"Library of Congress Subject Headings",
" Puerto Rico | Military relations | United States | Drama.","$aPuerto Rico$xMilitary relations$zUnited States$vDrama.",651,"Library of Congress Subject Headings",
" Puerto Rico | Politics and government | Drama.","$aPuerto Rico$xPolitics and government$vDrama.",651,"Library of Congress Subject Headings",
" Puerto Rico | Politics and government | 1952-1998.","$aPuerto Rico$xPolitics and government$y1952-1998.",651,"Library of Congress Subject Headings",
" Puerto Rico | Race relations.","$aPuerto Rico$xRace relations.",651,"Library of Congress Subject Headings",
" Puerto Rico | Social conditions.","$aPuerto Rico$xSocial conditions.",651,"Library of Congress Subject Headings",
" Puerto Rico | Social conditions | 20th century.","$aPuerto Rico$xSocial conditions$y20th century.",651,"Library of Congress Subject Headings",
" Queens (New York, N.Y.)","$aQueens (New York, N.Y.)",651,"Library of Congress Subject Headings",
" Rio de Janeiro (Brazil)","$aRio de Janeiro (Brazil)",651,"Library of Congress Subject Headings",
" Rio de Janeiro (Brazil) | Politics and government | 20th century | Drama.","$aRio de Janeiro (Brazil)$xPolitics and government$y20th century$vDrama.",651,"Library of Congress Subject Headings",
" Rome (Italy) | Drama.","$aRome (Italy)$vDrama.",651,"Library of Congress Subject Headings",
" Russia | Social conditions | Drama.","$aRussia$xSocial conditions$vDrama.",651,"Library of Congress Subject Headings",
" San Cristóbal de Las Casas (Mexico)","$aSan Cristóbal de Las Casas (Mexico)",651,"Library of Congress Subject Headings",
" San Joaquin Valley (Calif.)","$aSan Joaquin Valley (Calif.)",651,"Library of Congress Subject Headings",
" Santiago (Chile) | Emigration and immigration.","$aSantiago (Chile)$xEmigration and immigration.",651,"Library of Congress Subject Headings",
" Tamil Nadu (India)","$aTamil Nadu (India)",651,"Library of Congress Subject Headings",
" United States | Boundaries | Mexico.","$aUnited States$xBoundaries$zMexico.",651,"Library of Congress Subject Headings",
" United States | Cultural policy.","$aUnited States$xCultural policy.",651,"Library of Congress Subject Headings",
" United States | Economic conditions | 20th century.","$aUnited States$xEconomic conditions$y20th century.",651,"Library of Congress Subject Headings",
" United States | Emigration and immigration.","$aUnited States$xEmigration and immigration.",651,"Library of Congress Subject Headings",
" United States | Emigration and immigration | Government policy.","$aUnited States$xEmigration and immigration$xGovernment policy.",651,"Library of Congress Subject Headings",
" United States | Emigration and immigration | Government policy | Drama.","$aUnited States$xEmigration and immigration$xGovernment policy$vDrama.",651,"Library of Congress Subject Headings",
" United States | Emigration and immigration | Political aspects.","$aUnited States$xEmigration and immigration$xPolitical aspects.",651,"Library of Congress Subject Headings","HI2019_122_01"
" United States | Emigration and immigration | Social aspects.","$aUnited States$xEmigration and immigration$xSocial aspects.",651,"Library of Congress Subject Headings",
" United States | Foreign relations.","$aUnited States$xForeign relations.",651,"Library of Congress Subject Headings",
" United States | Foreign relations | Humor.","$aUnited States$xForeign relations$vHumor.",651,"Library of Congress Subject Headings",
" United States | Foreign relations | Central America.","$aUnited States$xForeign relations$zCentral America.",651,"Library of Congress Subject Headings",
" United States | Foreign relations | Latin America | Drama.","$aUnited States$xForeign relations$zLatin America$vDrama.",651,"Library of Congress Subject Headings",
" United States | Foreign relations | Nicaragua.","$aUnited States$xForeign relations$zNicaragua.",651,"Library of Congress Subject Headings",
" United States | Military relations | Puerto Rico | Drama.","$aUnited States$xMilitary relations$zPuerto Rico$vDrama.",651,"Library of Congress Subject Headings","HI2019_160_01"
" United States | Politics and government.","$aUnited States$xPolitics and government.",651,"Library of Congress Subject Headings",
" United States | Politics and government | 2001-","$aUnited States$xPolitics and government$y2001-",651,"Library of Congress Subject Headings",
" United States | Race relations","$aUnited States$xRace relations",651,"Library of Congress Subject Headings","HI2019_160_01"
" United States | Relations | Mexico.","$aUnited States$xRelations$zMexico.",651,"Library of Congress Subject Headings",
" United States | Social conditions | 1980-","$aUnited States$xSocial conditions$y1980-",651,"Library of Congress Subject Headings",
" United States | Social conditions | 20th century.","$aUnited States$xSocial conditions$y20th century.",651,"Library of Congress Subject Headings",
" United States | Social conditions | 21st century.","$aUnited States$xSocial conditions$y21st century.",651,"Library of Congress Subject Headings",
" Vieques Island (P.R.) | Politics and government | Drama.","$aVieques Island (P.R.)$xPolitics and government$vDrama.",651,"Library of Congress Subject Headings",
" Virginia | Drama.","$aVirginia$vDrama.",651,"Library of Congress Subject Headings",
" Wall Street (New York, N.Y.)","$aWall Street (New York, N.Y.)",651,"Library of Congress Subject Headings",
" West (U.S.)","$aWest (U.S.)",651,"Library of Congress Subject Headings",
" Body politics","$aBody politics",653,"HIDVL","HI2019_008_01,HI2019_007_01,HI2019_009_01,HI2019_010_01,HI2019_011_01,HI2019_079_01,HI2019_143_01,HI2020_001_01,HI2020_017_01,HI2020_118_01,HI2020_150_01"
" Performance and politics","$aPerformance and politics",653,"HIDVL","HI2020_008_01"
" Identity politics.","$aIdentity politics.",653,"HIDVL","HI2019_037_01,HI2019_038_01,HI2019_041_01,HI2019_104_01"
" Performance studies.","$aPerformance studies.",653,"HIDVL",
" Political performance","$aPolitical performance",653,"HIDVL",
" Chicano theater","$aChicano theater",653,"HIDVL",
" Civil rights activism","$aCivil rights activism",653,"HIDVL",
" Creación colectiva","$aCreación colectiva",653,"HIDVL",
" Native Americans.","$aNative Americans.",653,"HIDVL",
" Native Theater Festival.","$aNative Theater Festival.",653,"HIDVL",
" Collaborative creation","$aCollaborative creation",653,"HIDVL","HI2019_066_01,HI2019_071_01"
" Indigenous performance","$aIndigenous performance",653,"HIDVL",
" Latin American theater","$aLatin American theater",653,"HIDVL",
" Latino","$aLatino",653,"HIDVL",
" Cabaret","$aCabaret",653,"HIDVL","HI2019_017_01,HI2019_018_01,HI2019_019_01,HI2019_020_01,HI2019_021_01,HI2019_025_01,HI2019_031_01,HI2019_032_01,HI2019_164_01"
" Cultural heritage","$aCultural heritage",653,"HIDVL","HI2020_102_01"
" Indigenous theater","$aIndigenous theater",653,"HIDVL",
" Queer performance","$aQueer performance",653,"HIDVL","HI2019_001_01,HI2019_002_01,HI2019_003_01,HI2019_004_01,HI2019_005_01,HI2019_008_01,HI2019_009_01,HI2019_010_01,HI2019_011_01,HI2019_012_01,HI2019_023_01,HI2019_024_01,HI2019_029_01,HI2019_030_01,HI2019_065_01,HI2019_154_01"
" Collective creation","$aCollective creation",653,"HIDVL",
" Native theater","$aNative theater",653,"HIDVL",
" Queer/Gay/Lesbian","$aQueer/Gay/Lesbian",653,"HIDVL","HI2019_001_01,HI2019_002_01,HI2019_003_01,HI2019_004_01,HI2019_005_01,HI2019_007_01,HI2019_008_01,HI2019_009_01,HI2019_010_01,HI2019_011_01,HI2019_023_01,HI2019_024_01,HI2019_027_01,HI2019_028_01,HI2019_058_01,HI2019_067_01,HI2019_101_01,HI2019_103_01,HI2019_109_01,HI2019_147_01,HI2019_149_01,HI2020_007_01,HI2020_009_01,HI2020_105_01,HI2020_106_01"
" Latina artists.","$aLatina artists.",653,"HIDVL",
" Arts and education","$aArts and education",653,"HIDVL","HI2019_097_01"
" Community organizing","$aCommunity organizing",653,"HIDVL","HI2020_029_01,HI2020_043_01,HI2020_047_01,HI2020_078_01,HI2020_098_01"
" Embodiment.","$aEmbodiment.",653,"HIDVL","HI2019_052_01,HI2019_053_01,HI2019_054_01,HI2019_056_01,HI2019_059_01,HI2019_065_01,HI2019_066_01,HI2019_070_01,HI2019_071_01,HI2019_073_01,HI2019_075_01,HI2019_076_01,HI2019_077_01,HI2019_079_01,HI2019_081_01,HI2019_086_01,HI2019_095_01,HI2019_096_01,HI2019_098_01,HI2019_099_01,HI2019_104_01,HI2019_105_01,HI2019_106_01,HI2019_107_01,HI2019_112_01,HI2019_114_01,HI2019_116_01,HI2019_122_01,HI2019_126_01,HI2019_133_01,HI2019_134_01,HI2019_145_01,HI2019_148_01,HI2019_158_01,HI2019_164_01,HI2020_005_01,HI2020_013_01,HI2020_014_01,HI2020_015_01,HI2020_017_01,HI2020_116_01,HI2020_118_01,HI2020_120_01,HI2020_121_01,HI2020_122_01,HI2020_125_01,HI2020_126_01,HI2020_127_01,HI2020_131_01,HI2020_133_01,HI2020_134_01"
" Political theater","$aPolitical theater",653,"HIDVL",
" Theater of the Oppressed","$aTheater of the Oppressed",653,"HIDVL",
" Hip-hop theater","$aHip-hop theater",653,"HIDVL",
" Latino artists","$aLatino artists",653,"HIDVL",
" Performance art","$aPerformance art",653,"HIDVL",
" Media and popular culture","$aMedia and popular culture",653,"HIDVL",
" Native performance","$aNative performance",653,"HIDVL",
" Performing heritage","$aPerforming heritage",653,"HIDVL",
" Storytelling in performance","$aStorytelling in performance",653,"HIDVL",
" Visual arts","$aVisual arts",653,"HIDVL","HI2020_133_01"
" Acto","$aActo",653,"HIDVL",
" Afro-Cuban","$aAfro-Cuban",653,"HIDVL",
" American Indian performance","$aAmerican Indian performance",653,"HIDVL",
" Cross-cultural perspectives.","$aCross-cultural perspectives.",653,"HIDVL",
" Dirty war","$aDirty war",653,"HIDVL",
" Displacement","$aDisplacement",653,"HIDVL","HI2019_119_01,HI2020_052_01,HI2020_053_01"
" Hip-hop culture","$aHip-hop culture",653,"HIDVL","HI2019_163_01"
" Latinas.","$aLatinas.",653,"HIDVL",
" Mexico electoral politics","$aMexico electoral politics",653,"HIDVL",
" Native American theater","$aNative American theater",653,"HIDVL",
" New York City history and culture","$aNew York City history and culture",653,"HIDVL","HI2020_116_01,HI2020_117_01"
" Pedagogy and cultural practice","$aPedagogy and cultural practice",653,"HIDVL",
" Political performance Mexico","$aPolitical performance Mexico",653,"HIDVL",
" Power politics.","$aPower politics.",653,"HIDVL","HI2020_148_01"
" Queer theater","$aQueer theater",653,"HIDVL",
" Religious theater","$aReligious theater",653,"HIDVL",
" Reverend Billy","$aReverend Billy",653,"HIDVL",
" Reverse anthropology","$aReverse anthropology",653,"HIDVL",
" Social violence","$aSocial violence",653,"HIDVL","HI2019_102_01,HI2019_161_01,HI2020_002_01,HI2020_043_01,HI2020_063_01,HI2020_151_01"
" African folklore","$aAfrican folklore",653,"HIDVL","HI2020_133_01"
" Afro-Brazilian religious performance","$aAfro-Brazilian religious performance",653,"HIDVL","HI2019_079_01"
" Afro-Peruvian","$aAfro-Peruvian",653,"HIDVL",
" AIDS awareness","$aAIDS awareness",653,"HIDVL",
" American Indian performing arts","$aAmerican Indian performing arts",653,"HIDVL",
" American popular culture","$aAmerican popular culture",653,"HIDVL","HI2019_152_01"
" Autobiography of women","$aAutobiography of women",653,"HIDVL",
" Avant-gardes in performance","$aAvant-gardes in performance",653,"HIDVL","HI2019_067_01"
" Blackout of 1965 (Northeast United States)","$aBlackout of 1965 (Northeast United States)",653,"HIDVL",
" Border art","$aBorder art",653,"HIDVL",
" Carpa","$aCarpa",653,"HIDVL",
" Civic culture","$aCivic culture",653,"HIDVL",
" Consumerism","$aConsumerism",653,"HIDVL","HI2019_097_01,HI2019_135_01,HI2019_156_01,HI2020_137_01,HI2020_145_01"
" Contemporary dance","$aContemporary dance",653,"HIDVL",
" Contemporary dance | Cuba","$aContemporary dance$aCuba",653,"HIDVL",
" Contemporary Native performances","$aContemporary Native performances",653,"HIDVL",
" Creative process in the arts","$aCreative process in the arts",653,"HIDVL","HI2019_006_01"
" Cultura ciudadana","$aCultura ciudadana",653,"HIDVL",
" Desaparecidos","$aDesaparecidos",653,"HIDVL",
" Domestic violence","$aDomestic violence",653,"HIDVL",
" Empowerment","$aEmpowerment",653,"HIDVL","HI2019_110_01,HI2019_123_01,HI2020_003_01,HI2020_106_01"
" Fanesca","$aFanesca",653,"HIDVL",
" Forced evictions","$aForced evictions",653,"HIDVL",
" Forum theater","$aForum theater",653,"HIDVL",
" Gender & race stereotypes","$aGender & race stereotypes",653,"HIDVL","HI2020_118_01,HI2020_122_01,HI2020_130_01,HI2020_132_01"
" Greed","$aGreed",653,"HIDVL",
" Guerra Sucia","$aGuerra Sucia",653,"HIDVL",
" Intangible cultural heritage","$aIntangible cultural heritage",653,"HIDVL",
" Intercultural relations","$aIntercultural relations",653,"HIDVL",
" Kaiapó","$aKaiapó",653,"HIDVL",
" Mekragnotire","$aMekragnotire",653,"HIDVL",
" Mexican-American stereotypes","$aMexican-American stereotypes",653,"HIDVL",
" Money-making","$aMoney-making",653,"HIDVL",
" NAFTA","$aNAFTA",653,"HIDVL","HI2020_095_01"
" Native American artists","$aNative American artists",653,"HIDVL",
" Native American performance","$aNative American performance",653,"HIDVL",
" Native American performing arts","$aNative American performing arts",653,"HIDVL",
" Native women's issues","$aNative women's issues",653,"HIDVL",
" Nonprofit organizations.","$aNonprofit organizations.",653,"HIDVL",
" Performance","$aPerformance",653,"HIDVL","HI2019_120_01"
" Political satire.","$aPolitical satire.",653,"HIDVL",
" Political strategies--21st century","$aPolitical strategies--21st century",653,"HIDVL",
" Rasaboxes","$aRasaboxes",653,"HIDVL",
" Ritual performance","$aRitual performance",653,"HIDVL","HI2019_056_01,HI2019_062_01,HI2019_079_01"
" Sexuality","$aSexuality",653,"HIDVL","HI2019_037_01"
" Sexuality and culture","$aSexuality and culture",653,"HIDVL","HI2019_148_01,HI2019_150_01"
" Social inequality","$aSocial inequality",653,"HIDVL",
" Solo performance","$aSolo performance",653,"HIDVL",
" Surveillance","$aSurveillance",653,"HIDVL","HI2019_033_01,HI2019_057_01,HI2019_063_01"
" Syncretism | Cuba","$aSyncretism$aCuba",653,"HIDVL",
" Teatro de grupo","$aTeatro de grupo",653,"HIDVL",
" Urban Indian","$aUrban Indian",653,"HIDVL",
" Vulnerability in performance","$aVulnerability in performance",653,"HIDVL",
" Water [war]s","$aWater [war]s",653,"HIDVL",
" Women, sexuality and culture","$aWomen, sexuality and culture",653,"HIDVL","HI2019_007_01,HI2019_038_01,HI2019_049_01,HI2019_071_01,HI2019_075_01,HI2019_115_01,HI2019_151_01"
" Women's sexuality","$aWomen's sexuality",653,"HIDVL",
" Acting as a profession","$aActing as a profession",653,"HIDVL",
" Acting––Creative process","$aActing––Creative process",653,"HIDVL",
" Affects--Political aspects","$aAffects--Political aspects",653,"HIDVL",
" African-American music","$aAfrican-American music",653,"HIDVL",
" Afro-Argentineans","$aAfro-Argentineans",653,"HIDVL",
" Afro-Caribbean racial stereotypes","$aAfro-Caribbean racial stereotypes",653,"HIDVL",
" Afro-Latino","$aAfro-Latino",653,"HIDVL",
" Afro-Peruvian culture","$aAfro-Peruvian culture",653,"HIDVL",
" Agrarian reform","$aAgrarian reform",653,"HIDVL",
" Akwesasne Mohawk","$aAkwesasne Mohawk",653,"HIDVL",
" Alter ego","$aAlter ego",653,"HIDVL",
" American Indian actors","$aAmerican Indian actors",653,"HIDVL",
" American Indian humor","$aAmerican Indian humor",653,"HIDVL",
" American Indian music","$aAmerican Indian music",653,"HIDVL",
" American Indian performers","$aAmerican Indian performers",653,"HIDVL",
" American Indian poets","$aAmerican Indian poets",653,"HIDVL",
" American Indian singers","$aAmerican Indian singers",653,"HIDVL",
" American Indian theater","$aAmerican Indian theater",653,"HIDVL",
" Anglos","$aAnglos",653,"HIDVL",
" Art discussion","$aArt discussion",653,"HIDVL",
" Arts and politics","$aArts and politics",653,"HIDVL","HI2020_137_01,HI2020_145_01,HI2020_146_01"
" Bandits","$aBandits",653,"HIDVL",
" Beauty","$aBeauty",653,"HIDVL",
" Bi-racial couples","$aBi-racial couples",653,"HIDVL",
" Biopiracy","$aBiopiracy",653,"HIDVL",
" Black vernacular","$aBlack vernacular",653,"HIDVL",
" Body––Objectification","$aBody––Objectification",653,"HIDVL","HI2020_017_01,HI2020_113_01,HI2020_118_01,HI2020_136_01,HI2020_141_01"
" Body––Repression––Trauma––Western culture","$aBody––Repression––Trauma––Western culture",653,"HIDVL",
" Bremen Town musicians","$aBremen Town musicians",653,"HIDVL",
" Butch-femme","$aButch-femme",653,"HIDVL","HI2019_147_01"
" Cabocla rituals","$aCabocla rituals",653,"HIDVL",
" California electricity crisis","$aCalifornia electricity crisis",653,"HIDVL",
" Caribbean diaspora.","$aCaribbean diaspora.",653,"HIDVL","HI2019_103_01"
" Caribbean migration","$aCaribbean migration",653,"HIDVL",
" Carnival","$aCarnival",653,"HIDVL",
" Chicano art","$aChicano art",653,"HIDVL",
" Chicano stereotypes","$aChicano stereotypes",653,"HIDVL","HI2019_105_01"
" Chicano studies","$aChicano studies",653,"HIDVL",
" Choreography and dance","$aChoreography and dance",653,"HIDVL",
" Church of stop shopping","$aChurch of stop shopping",653,"HIDVL",
" Cinco Marias (Brazil)","$aCinco Marias (Brazil)",653,"HIDVL",
" Circus / street theater","$aCircus / street theater",653,"HIDVL",
" Classic Broadway shows.","$aClassic Broadway shows.",653,"HIDVL",
" Cohabitation","$aCohabitation",653,"HIDVL",
" Colombian politics - Bogotá","$aColombian politics - Bogotá",653,"HIDVL",
" Coming out (Sexual identity)","$aComing out (Sexual identity)",653,"HIDVL",
" Communities","$aCommunities",653,"HIDVL",
" Community theater.","$aCommunity theater.",653,"HIDVL",
" Conquest","$aConquest",653,"HIDVL",
" Conquest and colonialism","$aConquest and colonialism",653,"HIDVL","HI2019_062_01"
" Conquest of America","$aConquest of America",653,"HIDVL",
" Conquistadors","$aConquistadors",653,"HIDVL",
" Contemporary Native American musicians","$aContemporary Native American musicians",653,"HIDVL",
" Contemporary Native dance","$aContemporary Native dance",653,"HIDVL",
" Corporealities.","$aCorporealities.",653,"HIDVL","HI2019_079_01,HI2019_081_01,HI2019_099_01,HI2019_106_01,HI2019_109_01,HI2019_112_01,HI2019_114_01,HI2019_115_01,HI2019_116_01,HI2019_120_01,HI2019_123_01,HI2019_126_01,HI2019_127_01,HI2019_129_01,HI2019_137_01,HI2019_140_01,HI2019_141_01,HI2019_142_01,HI2019_143_01,HI2019_144_01,HI2019_146_01,HI2019_147_01,HI2020_014_01,HI2020_015_01,HI2020_016_01,HI2020_077_01,HI2020_120_01,HI2020_121_01,HI2020_122_01,HI2020_126_01,HI2020_130_01,HI2020_131_01,HI2020_134_01,HI2020_136_01,HI2020_147_01,HI2020_150_01,HI2020_151_01"
" Creative process.","$aCreative process.",653,"HIDVL",
" Crimes of passion","$aCrimes of passion",653,"HIDVL",
" Crisis and the arts","$aCrisis and the arts",653,"HIDVL",
" Cuban theater","$aCuban theater",653,"HIDVL",
" Cultural agents","$aCultural agents",653,"HIDVL",
" Cultural citizenship","$aCultural citizenship",653,"HIDVL",
" Cultural criticism.","$aCultural criticism.",653,"HIDVL",
" Cultural diversity","$aCultural diversity",653,"HIDVL",
" Cultural patrimony","$aCultural patrimony",653,"HIDVL",
" Cultural performance","$aCultural performance",653,"HIDVL",
" Cultural performance | Peru","$aCultural performance$aPeru",653,"HIDVL","HI2019_114_01"
" Cultural protest","$aCultural protest",653,"HIDVL","HI2019_072_01"
" Cultural wars","$aCultural wars",653,"HIDVL",
" Day of the Dead","$aDay of the Dead",653,"HIDVL",
" Death and remembrance.","$aDeath and remembrance.",653,"HIDVL","HI2019_073_01,HI2019_083_01,HI2019_086_01,HI2019_088_01,HI2019_101_01,HI2019_102_01,HI2019_136_01,HI2019_139_01"
" Death penalty","$aDeath penalty",653,"HIDVL",
" Dirty War | Peru","$aDirty War$aPeru",653,"HIDVL",
" Documentary filmmakers","$aDocumentary filmmakers",653,"HIDVL",
" Domestic violence | Psychology","$aDomestic violence$aPsychology",653,"HIDVL",
" Drag kings","$aDrag kings",653,"HIDVL",
" Drag queens.","$aDrag queens.",653,"HIDVL","HI2019_015_01"
" Dramatic music specials","$aDramatic music specials",653,"HIDVL",
" Economic crisis--United States.","$aEconomic crisis--United States.",653,"HIDVL",
" Education through theater","$aEducation through theater",653,"HIDVL","HI2020_071_01"
" Endurance art","$aEndurance art",653,"HIDVL","HI2019_071_01"
" Environmental agenda","$aEnvironmental agenda",653,"HIDVL",
" Environmental theater","$aEnvironmental theater",653,"HIDVL",
" Essential theater","$aEssential theater",653,"HIDVL",
" Exoticism","$aExoticism",653,"HIDVL",
" Experimental artists","$aExperimental artists",653,"HIDVL",
" Experimental dance.","$aExperimental dance.",653,"HIDVL",
" Experimental stage artists","$aExperimental stage artists",653,"HIDVL",
" Feminist issues","$aFeminist issues",653,"HIDVL",
" Feminist performance","$aFeminist performance",653,"HIDVL",
" Feminist theater.","$aFeminist theater.",653,"HIDVL",
" Film","$aFilm",653,"HIDVL",
" Foreign policy","$aForeign policy",653,"HIDVL",
" G8 summit political protests","$aG8 summit political protests",653,"HIDVL",
" Galería viviente","$aGalería viviente",653,"HIDVL",
" Gay marriage","$aGay marriage",653,"HIDVL",
" Gay pride","$aGay pride",653,"HIDVL",
" Gender and culture","$aGender and culture",653,"HIDVL","HI2019_060_01,HI2019_094_01,HI2019_126_01,HI2019_147_01"
" Gender and performance","$aGender and performance",653,"HIDVL","HI2019_015_01,HI2019_043_01,HI2019_050_01,HI2019_104_01,HI2019_105_01,HI2019_126_01,HI2019_145_01,HI2019_154_01,HI2019_164_01"
" Gender and sexuality","$aGender and sexuality",653,"HIDVL","HI2019_037_01,HI2019_040_01,HI2019_041_01,HI2019_047_01,HI2019_050_01,HI2019_058_01,HI2019_076_01,HI2019_115_01,HI2019_150_01,HI2019_153_01,HI2020_007_01"
" Gender and sexuality--Wounding","$aGender and sexuality--Wounding",653,"HIDVL",
" Gender and society","$aGender and society",653,"HIDVL","HI2019_037_01,HI2019_043_01,HI2019_164_01"
" George W. Bush administration","$aGeorge W. Bush administration",653,"HIDVL","HI2019_018_01,HI2020_115_01"
" Globalization and the body","$aGlobalization and the body",653,"HIDVL",
" Globe Theatre","$aGlobe Theatre",653,"HIDVL",
" Guayabo","$aGuayabo",653,"HIDVL",
" Gullah / Geechee culture","$aGullah / Geechee culture",653,"HIDVL",
" Haitian independence","$aHaitian independence",653,"HIDVL",
" Hawaiian cultural traditions","$aHawaiian cultural traditions",653,"HIDVL",
" Healthy eating.","$aHealthy eating.",653,"HIDVL",
" Heritage","$aHeritage",653,"HIDVL",
" Homeland security","$aHomeland security",653,"HIDVL",
" House Un-American Activities Committee (HUAC)","$aHouse Un-American Activities Committee (HUAC)",653,"HIDVL",
" Huipil","$aHuipil",653,"HIDVL",
" Humanities––Software––Computational systems","$aHumanities––Software––Computational systems",653,"HIDVL",
" Imaginary worlds","$aImaginary worlds",653,"HIDVL","HI2019_059_01"
" Improvisation and new media","$aImprovisation and new media",653,"HIDVL",
" Income inequality","$aIncome inequality",653,"HIDVL",
" Indian Land Claims Commission","$aIndian Land Claims Commission",653,"HIDVL",
" Indigenous communities","$aIndigenous communities",653,"HIDVL","HI2019_119_01,HI2020_020_01,HI2020_028_01,HI2020_030_01,HI2020_037_01,HI2020_038_01,HI2020_059_01"
" Indigenous peoples | Degradation","$aIndigenous peoples$aDegradation",653,"HIDVL","HI2019_080_01"
" Indigenous peoples | Ecuador | Music","$aIndigenous peoples$aEcuador$aMusic",653,"HIDVL",
" Indigenous women's empowerment","$aIndigenous women's empowerment",653,"HIDVL","HI2020_018_01"
" Intercountry marriage.","$aIntercountry marriage.",653,"HIDVL",
" Intercultural musical theater","$aIntercultural musical theater",653,"HIDVL",
