"HI #","Inventory","DMD Finalized","Title","Alternate title 1","Alternate title 2","Alternate title 3","Alternate title 4","Alternate title 5","Collection","Conference","Event type","Date of event","Location information","Subject","Summary","Artist bio","Copyright holder","Main production credits","Participants","Run time","Run time rounded","Source media format","How many source media form items?","Language","Language note","Publication cycle","Copyright contact designation","Copyright address","Copyright business phone","Copyright mobile phone","Copyright fax","Copyright email 1","Copyright email 2","Copyright email 3","Copyright website"
"HI2019_044_01","0zpc8dh0","checked","Sigo siendo el rey",,,,,,"Deborah Castillo Collection",,"Video performance",2013,"Centro Cultural Chacao, Caracas, Venezuela"," Mariachi.,Colonialisms, Latin America | History | Political aspects., Video performance,""Bolívar, Simón, 1783-1830""","A mariachi band sings ""Sigo siendo el rey"" (I'm still the king""), in front of a huge monument honoring Simón Bolivar. In this satirical performance, Castillo pokes fun at Latin American goverments' enduring obsesión with El Libertador, especially in her country of origin, Venezuela. The piece underscores the link between dictatorship and the mythologized figure of The Hero, a construct that validates those in power.","Deborah Castillo is a Venezuela-born, Brooklyn based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts Caracas, Venezuela. Deborah has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reveron”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.","Deborah Castillo","Deborah Castillo.",,"1:00.00","0:01","digital file",1,"Spanish",,"2020-06 June",,,,,,,,,
"HI2019_045_01","2280gjfw","checked","Marx Palimpsesto",,,,,,"Deborah Castillo Collection",,"Video performance",2016,"Carmen Araujo Arte, Caracas, Venezuela."," Dictatorship | Latin America., Military dictatorship,""Marx, Karl, 1818-1883"",Communist manifesto,Communism,Socialism","Deborah Castillo deconstructs Karl Marx's Communist Manifesto through subverting the act of erasure in Marx Palimpsesto (2012). With the full manifesto written across the walls of a studio, Castillo employs a life-size bust of Marx's head to elide or blur the text, and subsequently its original meaning. This performance is a radical re-configuring of a text central to Latin political struggles through the lenses of feminist thought and labor.","Deborah Castillo is a Venezuela-born, Brooklyn based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts Caracas, Venezuela. Deborah has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reveron”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.","Deborah Castillo","Deborah Castillo.",,"3:59.00","0:04","digital file",1,"Spanish","No spoken language.","2020-06 June",,,,,,,,,
"HI2019_046_01","gtht7dvq","checked","Profoundly Your$",,,,,,"Deborah Castillo Collection",,"Video performance",2016,"Caracas, Venezuela."," Emigration and immigration | Political aspects., Latin America | Politics and government, Political satire.,Immigration and society","Profoundly Your$ (2016) is a satirical performance examining corruption in Venezuelan poltiics. The protagonist, Profunda Mol, was recently appointed as Minister of Culture and sent to New York, where she lives in opulence. Artist Deborah Castillo creates a caricature of power and corruption in Venezuelan government, making a clear distinction between rampant consumerism and wealth in a country that prides itself on promoting equity among citizens and bureaucrats.","Deborah Castillo is a Venezuela-born, Brooklyn based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts Caracas, Venezuela. Deborah has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reveron”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.","Deborah Castillo","Deborah Castillo Film. Edited by Luis Poleo. Production designer Deborah Castillo. Director of photography Deborah Castillo. Casting by Mariantonia Blanco. Music by Los Tukis. Costume designer Deborah Castillo. Executive producer Luis Angel Rincon. Written by Deborah Castillo. Directed by Deborah Castillo.","Deborah Castillo.","2:05.00","0:02","digital file",1,"Spanish,English",,"2020-06 June",,,,,,,,,
"HI2019_047_01","02v6x3zk","checked","Emancipatory Kiss",,,,,,"Deborah Castillo Collection",,"Video performance",2013,"Caracas, Venezuela."," Identity politics., Gender and sexuality,Colonialisms,""Bolívar, Simón, 1783-1830"", Latin America | History | Political aspects.","In Emancipatory Kiss (2013), the artist kisses a golden sculpture of El Libertador, Simón Bolívar. A recurring motif in Deborah Castillo's work is the use of sexual symbols as ambivalent elements, subverting notions of power in popular Simón Bolivar iconography. This performance was part of the Acción y culto exhibit and gave Deborah the nickname of ""Patriotic profaner."" (Elvira Blanco in ViceVersa Magazine).","Deborah Castillo is a Venezuela-born, Brooklyn based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts Caracas, Venezuela. Deborah has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reveron”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.","Deborah Castillo","Deborah Castillo.",,"1:06.00","0:01","digital file",1,"Spanish","No spoken language.","2020-06 June",,,,,,,,,
"HI2019_048_01","r7sqvj5b","checked","Himn",,,,,,"Deborah Castillo Collection",,"Video performance",2012,"Venezuela","Immigration and society, Latin America | Politics and government, Emigration and immigration.,Colonialisms, Nationalism.","Himn (2012) centers a man singing Venezuela's national anthem in Mandarin. This performance illuminates the growing Chinese and East Asian population in Venezuela while calling into question ideas of nationalism and belonging. Given the migration waves and political clashes that led to an influx of Chinese immigration, Castillo's performance calls for a deeper exploration of the lengthy and complicated history between the two countries. ","Deborah Castillo is a Venezuela-born, Brooklyn based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts Caracas, Venezuela. Deborah has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reveron”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.","Deborah Castillo",,,"0:33.00","0:01","digital file",1,"Chinese (Mandarin)",,"2020-06 June",,,,,,,,,
"HI2019_049_01","98sf7tbm","checked","Unmentionable",,,,,,"Deborah Castillo Collection",,"Video performance",2014,," Idolatry | Latin America., Fetishism., Latin America | History | Political aspects.,Colonialisms,"" Women, sexuality and culture""","In Unmentionable (2014), a woman holds a pair of grey ceramic hands, an allusion to the iconography of independence heroes represented in Latin American monuments. Castillo explores the mythologies and symbols of power and heroism present in Latin American politics. Those hands become a tool for innuendo, upending traditional ideas of power, a recurring theme in Castillo's work.","Deborah Castillo is a Venezuela-born, Brooklyn based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts Caracas, Venezuela. Deborah has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reveron”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.","Deborah Castillo","Deborah Castillo.",,"3:19.00","0:03","digital file",1,"Spanish","No language spoken.","2020-06 June",,,,,,,,,
"HI2019_050_01","d2547mn4","checked","The Fraternal Socialist Kiss",,,,,,"Deborah Castillo Collection",,"Video performance",2017,"Carmen Araujo Arte, Caracas, Venezuela."," Gender and performance,""Marx, Karl, 1818-1883"",""Lenin, Vladimir Ilʹich, 1870-1924"",Communism,Socialism, Gender and sexuality,""Honecker, Erich"",""Brezhnev, Leonid Ilʹich, 1906-1982""","This performance and title allude to the ""socialist fraternal kiss,"" an icon of soviet politics during the Cold War. A typical form of greeting between leaders of the Soviet Bloc, the politicians would kiss one another three times on the cheeks, sometimes even kissing on the mouth if they were especially close. Instead of portraying Leonid Brezhnev and Erich Honecker, the most well-known example of this kiss, Castillo depicts Vladimir Lenin and Karl Marx. They appear as busts worn by two nude women. As is signature of her work, Castillo interrogates the relationship of power, desire, and the state by playfully featuring icons of patriarchal power as figureheads atop nude female bodies.","Deborah Castillo is a Venezuela-born, Brooklyn based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts Caracas, Venezuela. Deborah has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reveron”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.","Deborah Castillo","Deborah Castillo.",,"1:55.00","0:02","digital file",1,"Spanish","No spoken language.","2020-06 June",,,,,,,,,
"HI2019_051_01","k0p2nprn","checked","Sisifo",,,,,,"Deborah Castillo Collection",,"Video performance,Performance art",2013,," Idolatry | Latin America.,""Bolívar, Simón, 1783-1830"",Colonialisms, Latin America | History | Political aspects.,Mythology","Artist Deborah Castillo uses a chisel to destroy a Simón Bolívar sculpture, the iconic Latin American independence hero. The action of chiseling and scraping away at the face of ""The Liberator"" critiuqes superficial representations of Bolívar's image by socialists in Venezuela. The title Sisyphus references the Greek mythological characer doomed to repeat the same action for eternity—pushing an enormous boulder up a hill, only to have the boulder fall back to the starting point. In drawing this comparison, Castillo questions Bolívar's achievements, as well as the mythology surrounding his legacy.","Deborah Castillo is a Venezuela-born, Brooklyn based multidisciplinary artist. She holds an MFA and BFA from Armando Reverón Higher Education School of Fine Arts Caracas, Venezuela. Deborah has been granted numerous awards and residencies including NYFA Immigrant Artist Mentoring Program, (2015), NYC, The Banff  Center. Artist in Residence  Program in Visual Arts (2015) Canada, Atlantic Center for the Arts (2014), Florida and London Print Studio, (2007) UK as well as “Premio Armando Reveron”; AVAP in the “Young Artist Category” (2013), “XI Salón Eugenio Mendoza” Award, Sala Mendoza, (2003); VI Salón CANTV, Jóvenes con FIA” Award, (2003) Caracas, Venezuela and more. Her work has been exhibited at Museum of Arts and Design (US), New Museum (US), Rufino Tamayo Museum (Mexico), Carrillo Gil  Museum (Mexico); Escuela de Bellas Artes, Bolivian Biennial SIART (Bolivia), UCLA (US), ICA (UK), Palais de Tokyo (France, The Broad Museum (US), Smack Mellon (US), and the Hemispheric Institute (US), among others.","Deborah Castillo","Deborah Castillo.",,"3:05.00","0:03","digital file",1,"Spanish","No spoken language.","2020-06 June",,,,,,,,,
"HI2020_001_01","fxpnw4cz","checked","Latasha N. Nevada Diggs - Disappearing Acts",,,,,,"The Shelley & Donald Rubin Foundation at The 8th Floor",,"Performance","January 13, 2018","The 8th Floor, New York, NY, USA"," Aging | Public opinion., Percussion music., Body politics, Women in mass media.,"" Women, Black | Social aspects.""","Latasha N. Nevada Diggs performs a series of poems with a drummer, blending the spoken word with song. Diggs employs multiple languages, referencing song lyrics and found texts, all of which are centered around female bodies, specifically how society enables disposability of bodies through aging. This is especially evident in the treatment of Black and brown women. Despite the widespread nature of the ageism and disposability, LaTasha often aproaches the topics in a humorous manner. She also uses electronic effects to manipulate her voice, looping and distorting  while navigating between spoken word and musical improvisation with constant drum accompaniment. ","Latasha N. Nevada Diggs is a writer, vocalist, and sound artist, as well as the author of TwERK (Belladonna, 2013), a collection of poems, songs, and myths. Her work has appeared in many publications, including Rattapallax, Nocturnes, Spoken Word Revolution Redux, Ploughshares, Mandorla, P.M.S., jubilat, Everything But the Burden, ART21 Magazine, Palabra, and Fence. 

The 8th Floor, founded in 2010 by Shelley and Donald Rubin, is an exhibition and performance space that promotes independent artistic and cultural initiatives. Inspired by The Shelley & Donald Rubin Foundation, the gallery is committed to broadening the access and availability of art to New York audiences. Seeking further cultural exchange, The 8th Floor explores the potential of art as an instrument for social change in the 21st century, through an annual program of innovative contemporary art exhibitions and an events program comprised of performances, salon-style discussions, and those organized by external partners.","Sara Reisman","Latasha N. Nevada Diggs, vocals. Latasha N. Nevada Diggs and Sunny Jain, musicians.","Latasha N. Nevada Diggs, performer","43:25.00","0:43","digital file",1,"English",,"2020-06 June",,"17 W 17th St., 9th Floor, New York, NY 10011",,,"212-645-3206","sreisman@sdrubin.org",,,"www.the8thfloor.org"
"HI2020_002_01","4j0zpkjx","checked","The School-to-Prison Pipeline (featuring the Yo SOS Theatre Troupe)",,,,,,"The Shelley & Donald Rubin Foundation at The 8th Floor",,"Performance","March 13, 2018","The 8th Floor, New York, NY, USA"," Children and violence., Social violence, School shootings., Prison-industrial complex | United States., Racism.","The School-to-Prison Pipeline is a collaboration between Theatre of the Opressed with Yo SOS Theatre Troup, where a group of students is shocked by the shooting of one of their classmates. The play is centered around the multiple aspects in the school system that fail to protect the rights of young people of color, ultimatetly making school a mechanism for perpetuating the imprisonment of Black and brown youth. This play is inspired by real-life experiences of students in the production who live in the Crown Heights neighborhood of Brooklyn.","Youth Organizing to Save Our Streets (YO S.O.S.) is the youth branch of Save Our Streets Brooklyn. YO S.O.S. gathers young people who have been exposed to violence and who want to make social change and trains them to become peer educators and community organizers in the movement to end gun violence.

The 8th Floor, founded in 2010 by Shelley and Donald Rubin, is an exhibition and performance space that promotes independent artistic and cultural initiatives. Inspired by The Shelley & Donald Rubin Foundation, the gallery is committed to broadening the access and availability of art to New York audiences. Seeking further cultural exchange, The 8th Floor explores the potential of art as an instrument for social change in the 21st century, through an annual program of innovative contemporary art exhibitions and an events program comprised of performances, salon-style discussions, and those organized by external partners.","Sara Reisman",,"Yo SOS Theatre Troupe, performers.","1:13:17.00","1:13","digital file",1,"English",,"2020-06 June",,"17 W 17th St., 9th Floor, New York, NY 10011",,,"212-645-3206","sreisman@sdrubin.org",,,"www.the8thfloor.org"
"HI2020_003_01","mgqnkgns","checked","Shaun Leonardo - I Can't Breathe",,,,,,"The Shelley & Donald Rubin Foundation at The 8th Floor",,"Performance","October 7, 2015","The 8th Floor, New York, NY, USA"," Empowerment, Love., Community power., Police brutality.,Freedom","Shaun Leonardo offers a public participatory performance focused on self-defense, followed by a conversation with Dr. Isaiah B. Pickens. First, the performers learn self-defense techniques that could serve them against an uneven use of authority. Then, Shaun reads a script based on Nina Simone's ideas on freedom and love, quoting from the 1970's documentary ""Nina: An Historical Perspective."" Participants subsequently choose an action that matches their perception of the text. This participatory performance reflects on the strong links a community can develop in order to resist oppressive policies, with particular attention paid to the relationship between communities of color and the police.","Shaun Leonardo is a multidisciplinary artist whose work negotiates societal expectations of manhood, namely definitions surrounding black and brown masculinities, along with notions of achievement, collective identity, and experiences of failure. His performance practice, anchored by his work in Assembly – a diversion program for court-court-involved youth, is participatory in nature and invested in a process of embodiment. Leonardo's work has been featured at The Guggenheim Museum, the High Line, and New Museum, with solo exhibitions at Maryland Institute College of Art (MICA) and Museum of Contemporary Art Cleveland (MoCA). 

The 8th Floor, founded in 2010 by Shelley and Donald Rubin, is an exhibition and performance space that promotes independent artistic and cultural initiatives. Inspired by The Shelley & Donald Rubin Foundation, the gallery is committed to broadening the access and availability of art to New York audiences. Seeking further cultural exchange, The 8th Floor explores the potential of art as an instrument for social change in the 21st century, through an annual program of innovative contemporary art exhibitions and an events program comprised of performances, salon-style discussions, and those organized by external partners.","Sara Reisman",,"Shaun Leonardo, performer.","1:25:55.00","1:26","digital file",1,"English",,"2020-06 June",,"17 W 17th St., 9th Floor, New York, NY 10011",,,"212-645-3206","sreisman@sdrubin.org",,,"www.the8thfloor.org"
"HI2020_004_01","1vhhmq0t","checked","Rehan Ansari - Unburdened",,,,,,"The Shelley & Donald Rubin Foundation at The 8th Floor",,"Staged reading","November 19, 2016","The 8th Floor, New York, NY, USA"," War., Politics and war., Political participation.,Extremists,""Indo-Pakistani Conflict, 1965""","This performance is a staged reading of Rehan Ansari's play Unburdened. A Canadian journalist travels to Karachi, Pakistan where he confronts the ongoing Indo-Pakistani conflict. The play takes place just before President Barack Obama's inauguration. The main character, Robin, realizes the impossible task of understanding and communicating what it really means to live inside a war zone. He reflects on our collective tendency to oversimplify the stakes of war, often distilling a conflict down to the binary of good and evil. He explores the ""enemy's"" point of view as a valid one: ""There is a war; we are fighting it, that’s what you say. We are on your side so we are fighting it for the right reasons… Right?! "". The play also interrogates extremism as a sociopolitical construct, delving into the ease and speed with which certain groups embrace ideologies that ultimately lead to military conlficts. Unburdened threads a personal narrative of a couple's intimacy with shameful secrets and a complex past, all while telling of a journey that reveals the multifaceted violence of war.","Rehan Ansari is a Brooklyn-based writer, playwright, and artist who also works as a political pollster and measures impact in the field of art and social justice. He recently performed political standup for Martha Wilson’s Activist History Teach-in at The 8th Floor in New York and for Little Injustice at Galéria HIT in Bratslava, Slovakia. In 2016 his play Unburdened had a staged reading at Meet Factory, Prague in 2016 and inspired an installation as part of Enacting Stillness at The 8th Floor in New York. He is the lead in Ayesha, a fiction short about a hate crime, showing in the fall at Anthology Film Archives in the East Village.

The 8th Floor, founded in 2010 by Shelley and Donald Rubin, is an exhibition and performance space that promotes independent artistic and cultural initiatives. Inspired by The Shelley & Donald Rubin Foundation, the gallery is committed to broadening the access and availability of art to New York audiences. Seeking further cultural exchange, The 8th Floor explores the potential of art as an instrument for social change in the 21st century, through an annual program of innovative contemporary art exhibitions and an events program comprised of performances, salon-style discussions, and those organized by external partners.","Sara Reisman","Rehan Ansari, writer.","Rehan Ansari, performer.","1:14:55.00","1:15","digital file",1,"English",,"2020-06 June",,"17 W 17th St., 9th Floor, New York, NY 10011",,,"212-645-3206","sreisman@sdrubin.org",,,"www.the8thfloor.org"
